hersteller,modell,typ,segment,land,montagearten,laenge_cm,breite_cm,eigengewicht_kg,traglast_dyn_kg,traglast_dyn_pro_traeger_kg,traglast_stat_kg,preis_eur,url,traglast_quelle,traglast_konfidenz,traglast_notiz,quelle
Upracks,Alu-Dachträger Plattform,"Plattform, schwarz pulverbeschichtet, geschweißt",Offroad-Plattform,IT,Plattform ohne Fußsatz; fahrzeugspezifische/Regenrinnen-Fußsätze separat,213.9,147.7,28,,,,1175.0,https://www.upracks.it/,https://allrad-nord.de/produkt/upracks-dachtraeger-alu-schwarz-2139-x-1477mm-ohne-fusssatz/,mittel,Upracks veroeffentlicht keine Traglast des Traegersystems. Eine Haendlerangabe 'dynamische Traglast 100 kg' existiert nur fuer fahrzeugspezifische Komplettsets (z. B. Land Rover Discovery) und bezieht sich auf die Fahrzeug-Dachlast - daher nicht uebernommen.,"allrad-nord.de, daktec.de, 4x4kiefer.de, mehari-offroad.de"
Upracks,Alu-Dachträger Plattform,"Plattform, schwarz pulverbeschichtet, geschweißt",Offroad-Plattform,IT,Plattform ohne Fußsatz; fahrzeugspezifische/Regenrinnen-Fußsätze separat,249.3,147.7,32,,,,1310.0,https://www.upracks.it/,https://allrad-nord.de/produkt/upracks-dachtraeger-alu-schwarz-2493-x-1477mm-ohne-fusssatz/,mittel,"Upracks veroeffentlicht keine Traglast des Traegersystems, nur Verweis auf max. Dachlast des Fahrzeugs. Eigengewicht aus Haendler-Produktdaten (Herstellertext).","allrad-nord.de, daktec.de, 4x4kiefer.de, mehari-offroad.de"
Upracks,Alu-Dachträger Plattform,"Plattform, schwarz pulverbeschichtet, geschweißt",Offroad-Plattform,IT,Plattform ohne Fußsatz; fahrzeugspezifische/Regenrinnen-Fußsätze separat,284.6,147.7,37,,,,1415.0,https://www.upracks.it/,https://ks-tuning.de/land-rover/land-rover-defender-90-110-130/land-rover-defender-90-110-130-dachgepaecktraeger/land-rover-defender-90-110-130-dachgepaecktraeger-upracks/upracks-dachtraeger-alu-schwarz-2846-x-1477mm-ohne-fusssatz.html,mittel,"Keine Traglastangabe des Herstellers. Hinweis: 37 kg liegt oberhalb der von Upracks selbst genannten Spanne 14-34 kg; Wert steht identisch bei zwei Haendlern (ks-tuning, allrad-nord).","allrad-nord.de, daktec.de, 4x4kiefer.de, mehari-offroad.de"
horntools,ExRoof Dachträger (fahrzeugspezifisch),"Plattform, flaches Alu-Profil 6063 mit umlaufender Nutenschiene, Dachzelt-Schnellverschluss",Offroad-Plattform,AT,"Fahrzeugspezifisch (~35 Modelle: Jimny, Defender 110 2020+, Grenadier, Ranger, G-Klasse, LC J25, T5/T6, Duster)",169.8,135.0,21.5,100.0,,300.0,799.0,https://www.horntools.com/en/collections/exroof,,,,"horntools.com (Beispiel Jimny GJ: 21,5 kg)"
horntools,ExRoof Plattform universal,"Plattform Alu 6063, pulverbeschichtet, umlaufende T-Nut",Offroad-Plattform,AT,T-Nut mit Nutensteinen; fahrzeugseitige Halter separat,140.0,128.0,19.0,,,,599.0,https://www.horntools.com/en/products/roof-rack-platform-exroof-universal-four-sizes,,,"horntools listet in den technischen Daten der ExRoof-Universalplattform nur Maße, Gewicht, Material - keine Traglast. Auch die Serviceanleitung HBRRF1413 (PDF) enthält keine kg-Angabe. Auf https://www.horntools.com/pages/dachtrager heißt es: 'entscheidend ist die statische Dachlast deines Fahrzeugs, nicht der Träger selbst'. Eigengewicht 19 kg im Eingabedatensatz bereits korrekt.",horntools.com
horntools,ExRoof Plattform universal,"Plattform Alu 6063, pulverbeschichtet, umlaufende T-Nut",Offroad-Plattform,AT,T-Nut mit Nutensteinen; fahrzeugseitige Halter separat,169.8,135.0,22.0,,,,699.0,https://www.horntools.com/en/products/roof-rack-platform-exroof-universal-four-sizes,,,Keine Traglastangabe des Herstellers zur ExRoof-Universalplattform (weder Produktseite noch Serviceanleitung HBRRF1714). Eigengewicht 22 kg im Eingabedatensatz bereits korrekt.,horntools.com
horntools,ExRoof Plattform universal,"Plattform Alu 6063, pulverbeschichtet, umlaufende T-Nut",Offroad-Plattform,AT,T-Nut mit Nutensteinen; fahrzeugseitige Halter separat,240.0,150.0,35.0,,,,999.0,https://www.horntools.com/en/products/roof-rack-platform-exroof-universal-four-sizes,,,Keine Traglastangabe des Herstellers zur ExRoof-Universalplattform (weder Produktseite noch Serviceanleitung HBRRF2415). Eigengewicht 35 kg im Eingabedatensatz bereits korrekt.,horntools.com
horntools,ExRoof Plattform universal,"Plattform Alu 6063, pulverbeschichtet, umlaufende T-Nut",Offroad-Plattform,AT,T-Nut mit Nutensteinen; fahrzeugseitige Halter separat,295.0,150.0,40.0,,,,1199.0,https://www.horntools.com/en/products/roof-rack-platform-exroof-universal-four-sizes,,,Keine Traglastangabe des Herstellers zur ExRoof-Universalplattform (weder Produktseite noch Serviceanleitung HBRRF3015). Eigengewicht 40 kg im Eingabedatensatz bereits korrekt.,horntools.com
Nakatanenga / CargoBear,CargoBear 2.0 Systemdachträger Defender (klassisch),"Backbone-/Modul-Plattformsystem (1-3 Module, 100,5-277,5 cm)",Offroad-Plattform,DE,Modular; 300 kg gleichmäßig verteilt im Gelände,100.5,,17.5,300.0,,,735.0,https://www.nakatanenga.de/zubehoer/dachtraeger/cargobear-systemdachtraeger/,,,,nakatanenga.de
Nakatanenga / CargoBear,CargoBear 2.0 Systemdachträger Defender (klassisch),"Backbone-/Modul-Plattformsystem (1-3 Module, 100,5-277,5 cm)",Offroad-Plattform,DE,Modular; 300 kg gleichmäßig verteilt im Gelände,277.5,,42.5,300.0,,,,https://www.nakatanenga.de/zubehoer/dachtraeger/cargobear-systemdachtraeger/,,,,nakatanenga.de
Nakatanenga / CargoBear,"CargoBear 2.0 (Jimny II, New Defender, G-Klasse)",Plattform-/Systemdachträger fahrzeugspezifisch,Offroad-Plattform,DE,Fahrzeugspezifisch,159.6,134.6,30.0,300,,,1990.0,https://www.nakatanenga.de/zubehoer/dachtraeger/cargobear-systemdachtraeger/,https://www.nakatanenga.de/cargobear-systemdachtraeger-2.0-fuer-mercedes-g/CGB2-G-1HIM,mittel,Die 300-kg-Angabe ist eine baureihenweite Aussage zum CargoBear 2.0 (steht u.a. auf der Defender- und der Mercedes-G-Produktseite); die Jimny-II-Produktseite CGB2-SUJI2-MAUWIND selbst nennt keine Zahl - daher konfidenz mittel. Statische Traglast wird nicht veröffentlicht ('auf der Straße ließe sich dieser Wert theoretisch verdoppeln' ist ausdrücklich theoretisch und wurde nicht übernommen). Nakatanenga betont: die zulässige Dachbelastung des Fahrzeugs liegt in der Regel weit darunter.,nakatanenga.de
Nakatanenga / CargoBear,"CargoBear 2.0 (Jimny II, New Defender, G-Klasse)",Plattform-/Systemdachträger fahrzeugspezifisch,Offroad-Plattform,DE,Fahrzeugspezifisch,241.0,120.0,50.0,300,,,110.0,https://www.nakatanenga.de/zubehoer/dachtraeger/cargobear-systemdachtraeger/,https://www.nakatanenga.de/cargobear-2.0-systemdachtraeger-fuer-land-rover-defender/CGB2-DEF-1HI,mittel,"Baureihenweite Angabe zum CargoBear 2.0; die Seite des New Defender 110 (CGB2-NEWDEF-SCHW-110, 2,41 m x 1,20 m, ca. 50 kg) nennt selbst keine Traglast, sondern nur: 'Für die Zuladung gilt es auf die Angaben des Fahrzeugherstellers ... zu achten' - daher konfidenz mittel. Keine statische Traglast veröffentlicht.",nakatanenga.de
Nakatanenga / CargoBear,"CargoBear 2.0 (Jimny II, New Defender, G-Klasse)",Plattform-/Systemdachträger fahrzeugspezifisch,Offroad-Plattform,DE,Fahrzeugspezifisch,,,24.0,300,,,1359.0,https://www.nakatanenga.de/zubehoer/dachtraeger/cargobear-systemdachtraeger/,https://www.nakatanenga.de/cargobear-systemdachtraeger-2.0-fuer-mercedes-g/CGB2-G-1HIM,hoch,"Datensatz entspricht CGB2-G-1HIM (Mercedes G, 24,0 kg); die 300-kg-Angabe steht direkt auf dieser Produktseite. Statische Traglast wird nicht separat veröffentlicht; der Zusatz 'auf der Straße ließe sich dieser Wert theoretisch gut und gerne verdoppeln' ist ausdrücklich theoretisch und wurde nicht als Wert übernommen.",nakatanenga.de
Nakatanenga / CargoBear,CargoBear 2.0 Ineos Grenadier / Quartermaster,Plattform-/Systemdachträger (Grenadier: 150 kg dyn./420 kg stat.; Quartermaster: 120/375 kg),Offroad-Plattform,DE,Fahrzeugspezifisch,,,63.0,150.0,,420.0,2149.0,https://www.nakatanenga.de/zubehoer/dachtraeger/cargobear-systemdachtraeger/,,,,nakatanenga.de
Nakatanenga / CargoBear,CargoBear 2.0 Ineos Grenadier / Quartermaster,Plattform-/Systemdachträger (Grenadier: 150 kg dyn./420 kg stat.; Quartermaster: 120/375 kg),Offroad-Plattform,DE,Fahrzeugspezifisch,183.0,,,150.0,,420.0,2999.0,https://www.nakatanenga.de/zubehoer/dachtraeger/cargobear-systemdachtraeger/,,,,nakatanenga.de
Rival 4x4,Alu-Dachträgerplattformen (fahrzeugspezifisch),Offroad-Plattformträger (Pickup/SUV),Offroad-Plattform,EU,"Reling, Fixpunkt oder Regenrinne je nach Fahrzeug",,,,80,,120,,https://rival4x4europe.com/de/catalog/roof-racks/,https://allrad-nord.de/produkt/rival-dachtraeger-satz-mitsubishi-l200-2015-2019-2018-2023/,hoch,"Herstellerangabe zum RIVAL Aluminium Modular Rack, woertlich uebernommen vom deutschen RIVAL-Haendler Allrad Nord; gleiche Werte auch auf rival4x4europe.com/de/catalog/roof-racks/. Gilt fuer die Traegerplattform, nicht fuer die Dachlast des Fahrzeugs. Eigengewicht ist modellabhaengig und daher nicht gesetzt.","rival4x4europe.com, allrad-nord.de, campventure.de"
MorE 4x4,"Dach-/Pickup-Plattformträger, Bed Racks","Korb-/Plattformträger Stahl, fahrzeugspezifisch",Offroad-Plattform,PL,"Regenrinne, Schienensysteme (Pickup), Fixpunkt; über escape4x4.de",,,,,,,,https://www.escape4x4.de/more-4x4/,,,"Weder MorE 4x4 noch der Haendler Escape4x4 veroeffentlichen zu den Dach-/Bed-Racks eine Traglast- oder Gewichtsangabe; die Produktseiten enthalten nur Masse, Variante und Preis.","escape4x4.de, pickup-offroad-store.de"
Alu-Cab,Querträger / Load Bars (Hardtop/Canopy),Offroad-Querträger und Racksysteme,Offroad-Plattform,ZA,"Canopy-Schienen, fahrzeugspezifische Kits",,,,,,200,,https://www.campventure.de/Alu-Cab-Quertraeger,https://www.campventure.de/Alu-Cab-Quertraeger,mittel,"Angabe des deutschen Alu-Cab-Haendlers Campventure. Eine dynamische Traglast wird nicht genannt, stattdessen Hinweis 'Bitte Ladekapazitaet vom Fahrzeug beruecksichtigen'.","campventure.de, genesis-import.de"
Qualan,"Alu-Dachträger (Defender, Grenadier, G-Klasse, Discovery)","Plattform-/Expeditionsträger, Made in Germany",Offroad-Plattform,DE,"Regenrinne, Fixpunkt",,,,,,,,https://www.qualan.de/,,,"Qualan veroeffentlicht auf den Modellseiten und im Setup-Builder keine Traglast- und keine Gewichtsangaben; die Traeger sind frei konfigurierbar (Stahl oder Aluminium, verschiedene Groessen), Werte waeren daher ohnehin konfigurationsabhaengig.",qualan.de
Reimo,Multirail VW T5/T6/T6.1,"Multifunktionsschiene (Regenrinne, Kederschiene, Markisen-/Trägerbasis)",Van/Camper,DE,"Verklebung + Verschraubung an Dachkante; Varianten KR/LR, links/rechts",,,,100.0,,,289.0,https://shop.reimo-pan.de/,,,,"reimo.com, mobyvan.de"
Reimo,VW Dachträger T4/T5/T6,Grund-/Querträger für Regenrinne bzw. Multirail,Van/Camper,DE,Klemmung in Regenrinne oder Multirail,,,,100.0,,,,https://shop.reimo-pan.de/,,,,"reimo.com, campingspirit-shop.de"
Vanstudio (Alpharack),Querträger für Aufstelldach mit C-Schiene,Alu-Querträger 30x60 mm für C-/Airline-Schiene (Einzelträger),Van/Camper,DE,"Direktmontage in C-Schiene des Aufstelldachs (T5/T6 Original/Westfalia, Reimo, SCA)",130.0,,2.5,,,,169.0,https://vanstudio.de/,,,"Hersteller nennt in den technischen Eigenschaften keine Traglast in kg, nur Profilmaß und Eigengewicht. Traglast hängt zudem vom Aufstelldach ab.",vanstudio.de
Vickywood,"Voll-Dachträger (T5/T6, Ducato L1H2, Defender 110)","Fahrzeugspezifischer Voll-Dachträger, dachzelttauglich, Airline-Profilschienen",Van/Camper,DE,Fahrzeugspezifische Direktmontage,,,,,,,1699.0,https://shop.vickywood.com/dachtraeger,,,"Vickywood nennt fuer seine Voll-Dachtraeger bewusst keine eigene Traglast, sondern verweist auf die Dachlast des Fahrzeugherstellers (im Offroad-Einsatz minus 50 %). Eigengewicht ist variantenabhaengig (T5/T6 SWB ca. 40,9 kg, Defender 110 ca. 43,0 kg) und liess sich diesem Datensatz nicht eindeutig zuordnen.",shop.vickywood.com
Vickywood,"Voll-Dachträger (T5/T6, Ducato L1H2, Defender 110)","Fahrzeugspezifischer Voll-Dachträger, dachzelttauglich, Airline-Profilschienen",Van/Camper,DE,Fahrzeugspezifische Direktmontage,,,,,,,1899.0,https://shop.vickywood.com/dachtraeger,,,"Vickywood nennt keine eigene Traegertraglast, sondern verweist auf die Fahrzeug-Dachlast (offroad minus 50 %). Eigengewicht variantenabhaengig, dem Datensatz nicht eindeutig zuzuordnen.",shop.vickywood.com
Vickywood,"Voll-Dachträger (T5/T6, Ducato L1H2, Defender 110)","Fahrzeugspezifischer Voll-Dachträger, dachzelttauglich, Airline-Profilschienen",Van/Camper,DE,Fahrzeugspezifische Direktmontage,,,,,,,110.0,https://shop.vickywood.com/dachtraeger,,,"Vickywood nennt keine eigene Traegertraglast, sondern verweist auf die Fahrzeug-Dachlast (offroad minus 50 %). Eigengewicht variantenabhaengig, dem Datensatz nicht eindeutig zuzuordnen.",shop.vickywood.com
Fiamma,Roof Rail Ducato / Maxi XL / H3,"Dachreling-/Trägersystem mit Querträgern, eloxiertes Alu",Van/Camper,IT,Original-Befestigungspunkte ohne Bohren (Ducato/Jumper/Boxer ab 2006),388.0,,13.5,150.0,,,804.0,https://www.fiamma.it/en/product/roof-rail-ducato/,,,,"fiamma.it, campingbergler.de"
Thule,WingBar Evo Fixpoint Kit VW T5/T6/T6.1,"Alu-Querträger (Paar) für Fixpunkte, T-Nut, abschließbar",Van/Camper,SE,Fixpunkt (Fixpoint Evo Fußsatz + Kit),150.0,,6.0,100.0,,,281.0,https://www.thule.com/de-de,,,,"bertelshofer.com, traegerspezialist.de"
Thule,SquareBar Evo Fixpoint Kit Fiat Ducato,Stahl-Querträger für Fixpunkte (bis 3-4 Träger pro Fahrzeug),Van/Camper,SE,Fixpunkt (Fußsatz 7107 + Kit),150.0,,,100,,,,https://www.traegerspezialist.de/,https://www.thule.com/en-gb/roof-rack/roof-racks-and-accessories/thule-evo-fixpoint-_-710700,mittel,Wert gilt für das Thule Evo Fixpoint Trägersystem (Fußsatz 710700). Fahrzeugspezifisches Ducato-Kit kann durch die Fahrzeug-Dachlast begrenzt sein. Eigengewicht des kompletten 150-cm-Sets nicht veröffentlicht.,traegerspezialist.de
Sortimo,TopSystem ProSafe,NFZ-Dachträgersystem mit Ladungssicherungs-Querträgern (2-4 Träger),Van/Nutzfahrzeug,DE,"Original-Dachbefestigungspunkte (Sprinter, Crafter, Ducato, Trafic, Vivaro)",,,,,50,,,https://www.mysortimo.de/,https://www.mysortimo.us/en_US/products/roof-rack-topsystem,hoch,"110,23 lb = 50 kg. Wert gilt pro Querträger (TopSystem ProSafe), Sets haben 2-4 Träger. Maximale Dachlast des Fahrzeugs ist zusätzlich zu beachten. Eigengewicht nicht veröffentlicht.",mysortimo.de
Rhino Products,KammBar Pro / Fleet,"Alu- (Pro) / Stahl-Querträger (Fleet) für NFZ, inkl. Lastanschläge",Van/Nutzfahrzeug,GB,"Original-Fixpunkte (Sprinter, Crafter, Transit; dachhöhenspezifische Sets)",,,,,75,,,https://www.rhinostore.de/,https://www.kurierbedarf.com/mediafiles/montageanleitungen/schwerlast-dachtraeger_rhino.pdf,hoch,"Aus dem Rhino 'KammBar Technisches Datenblatt' (Herstellerdokument). Wert gilt pro Träger. Eigengewicht ist längenabhängig (Gesamtgewicht je Träger 2,43-3,21 kg für 1100-1700 mm), daher kein Einzelwert eintragbar.","rhinostore.de, rhinoproducts.eu"
Q-Top (Q-Tech),Q-Top O19 Imperial,"Alu-Dachgepäckträger (Plattform/Korb), TÜV-geprüft, Windabweiser",Van/Nutzfahrzeug,NL,"Edelstahl-Halter auf Originalpunkten (Sprinter W907, T5/T6, Crafter, Transit, Ducato)",,,31.0,,,,931.0,https://www.carparts-expert.com/,,,Bewusst keine kg-Zahl: 'Die maximale Zuladung ist somit die maximal zulässige Dachlast Ihres Autos abzüglich des Gewichts des Dachgepäckträgers.' Also rein fahrzeugabhängig.,"carparts-expert.com, q-tech.eu"
Köhler Dachträger-Systeme,Alu-Dachträger Transporter/Kastenwagen,"NFZ-Lastenträger, Made in Germany",Van/Nutzfahrzeug,DE,"Fixpunkt, Regenrinne",,,35.0,,,400,,https://alu-dachtraeger.de/,https://alu-dachtraeger.de/FAQ/,hoch,"Eigengewicht aus https://alu-dachtraeger.de/unsere-dachtraeger/: 'so wiegt ein Standardträger nicht mehr als 35 Kg' - Obergrenze, kein exakter Wert. Dynamische Traglast wird vom Hersteller nicht veröffentlicht.",alu-dachtraeger.de
Malco,"Kfz-Dachträger-Systeme (Alu, NFZ)",NFZ-Lastenträger,Van/Nutzfahrzeug,DE,"Fixpunkt, Regenrinne",,,,,30,,,https://malco.de/aluminium-dachtraeger/,https://malco.de/aluminium-dachtraeger/,hoch,Wert gilt pro Querprofil des Alu-Dachträgers; Anzahl der Querprofile ist fahrzeug-/längenabhängig. Eigengewicht des Gesamtträgers nicht veröffentlicht.,malco.de
Aluca,Dachträger Servicemobile/Transporter,NFZ-Lastenträger (Zubehör Fahrzeugeinrichtung),Van/Nutzfahrzeug,DE,Fixpunkt,,,,150,,,,https://www.aluca-world.com/,https://www.aluca-resch.at/produkt/dachtraeger-alurack-47/,mittel,"ALUCA-Herstellerseite (aluca-world.com) nennt keine kg-Zahl. Wert stammt aus dem offiziellen ALUCA-Onlineshop (Partner Christoph Resch) und steht dort identisch bei mehreren aluRack-Varianten, ist also Produktlinien-Angabe. Eigengewicht dort nur als Spanne 'max. 20 - 30 kg'.",aluca-world.com
ND-Rack,Camper-Van-Dachträger (modular),Van-/Camper-Plattformträger,Van/Camper,DE,"Fixpunkt, Airline-Schienen",,,,,,,,https://nd-rack.de/,,,"ND-Rack veröffentlicht Traglast nur je Fahrzeug/Plattformlänge, nicht für das modulare System allgemein ('Die zulässige Tragkraft unserer verschiedenen Camper-Dachträger findest du jeweils in der Artikelbeschreibung'). Spanne dynamisch 100-250 kg, statisch 400-500 kg, Eigengewicht z.B. ca. 38 kg beim Sprinter G1. Kein für den Datensatz gültiger Einzelwert.",nd-rack.de
Prime Tech,Querträger für Dachzelt Nevada/Delta,Querträger-Paar als Dachzelt-Montagebasis,Dachzelt-Zubehör,DE,Auf vorhandenem Grundträger/Reling; Verschraubung mit Zelt-Bodenschienen,,,,50,,,,https://primetech-dachzelte.de/,https://primetech-dachzelte.de/zubehoer/dachzelt-zubehoer/13499/quertraeger-fuer-autodachzelt-nevada/delta,mittel,"Wert aus den technischen Daten des Prime-Tech-Herstellershops (Zusatzlast auf dem geschlossenen Dachzelt waehrend der Fahrt). Die Seite liess sich nur ueber den Suchindex auslesen, nicht direkt abrufen - daher Konfidenz mittel. Eine statische Traglast wird nicht angegeben.",primetech-dachzelte.de
Campwerk / Black Sheep,Black Sheep Dachträger Quer,Leichter Alu-Querträger-Satz für Dachzelte/Dachboxen,Dachzelt-Zubehör,DE,"Quer-/RTT-Befestigungsadapter (4 Stück), Alu/Edelstahl",160.5,63.5,11.0,,,,1145.0,https://www.campwerk.de/shop/black-sheep-dachtraeger-quer-dachzelt,,,"Campwerk/Black Sheep nennt zum Dachtraeger Quer nur Gewicht, Abmessungen und Material - keine Traglastangabe. Eigengewicht war bereits im Eingabedatensatz vorhanden und wurde bestaetigt.",campwerk.de
Gordigear,Querträger für Alu-Hartschalenzelte,Aufsatz-Querträger auf Dachzelt-Hartschale,Dachzelt-Zubehör,AU/DE,Verschraubung in Profilschienen der Hartschale,,,,100,,,,https://dachzeltnomaden.com/,https://www.gordigear.com/en/products/mahi-mahi-dachtrager-1,mittel,Herstellerangabe Gordigear fuer den Aufsatz-Dachtraeger auf dem geschlossenen Alu-Hartschalenzelt (Beispielseite Mahi Mahi). Der Datensatz nennt kein konkretes Zeltmodell; Gordigear gibt fuer seine Hartschalenzelt-Quertraeger durchgaengig 100 kg an. Statische Traglast wird nicht veroeffentlicht.,dachzeltnomaden.com
Aguri,Runner II / Prestige II,"Querträger Alu, TÜV-geprüft",Budget/Universal,PL,"Bündige/offene Reling, Klemm",,,,70,,,70.0,https://adamot.de/,https://aguri.pl/produkty/runner/,hoch,Herstellerseite Aguri (PL). Prestige II nennt auf https://aguri.pl/produkty/prestige-ii/ denselben Wert 70 kg; einzelne fahrzeugspezifische PS-Saetze sind dort auf 50 kg begrenzt.,"amazon.de, adamot.de"
Amos,Dromader / Beta / Alfa,"Querträger Stahl/Alu (Aero-, O-, T-Profil)",Budget/Universal,PL,"Reling, Klemm, Fixpunkt",,,,75,,,,https://amos.auto.pl/en/,https://amos.auto.pl/en/roof-racks/139-d-113-6,hoch,"Herstellerseite Amos, Datenblatt Serie Dromader (D-1, Stahl-O-Profil). Serie Alfa nennt denselben Wert 75 kg (amos.auto.pl/en/roof-racks/28455-alfa12-28375). TUEV GS.","ebay.de, de.carmager.com"
Taurus,CarryUp / Stahl-/Alu-Querträger,Querträger,Budget/Universal,PL,"Reling, Klemm",,,,75,,,,https://www.taurus.info.pl/,https://amt-kostecki.pl/taurus-carryup-belki-aero,mittel,"Taurus-Fachhaendler mit Produktdatenblatt. Die Herstellerseite taurus.info.pl ist nicht maschinenlesbar abrufbar, nennt laut Suchindex ebenfalls 75 kg.","ebay.de, unitrailer.de"
Inter Pack,Trophy / Hunter,Querträger und Sport-Dachträger,Budget/Universal,PL,"Reling, Klemm, Fixpunkt; eigener DE-Shop",,,,,,,,https://interpack24.de/,,,"Bewusst leer: Die Modelle Trophy und Hunter sind im aktuellen Inter-Pack-Sortiment (interpack24.de / interpack.eu) nicht mehr gelistet, keine Herstellerangabe zur Traglast auffindbar. Werte anderer Inter-Pack-Serien (z. B. Virgo) wurden nicht uebertragen.",interpack24.de
Twinny Load,Stahl S02/S18 Semi-Passform,Querträger Stahl,Budget/Universal,NL,"Klemm (Normaldach), Reling",,,7.0,,,,,https://www.twinnyload.com/de/,https://www.twinnyload.com/de/produkt/dachtraegersatz-twinny-load-stahl-s02-semi-passform-fuer-fahrzeuge-ohne-dachreling/,hoch,"Twinny Load nennt auf den Produktseiten S02/S18 keine Traglast, nur DIN 75302 / ISO 11154 und TUEV-GS. Traglast daher bewusst leer. Eigengewicht Satz S02 = 7,0 kg, S18 = 6,8 kg.","twinnyload.com, autodoc.de"
G3,Clop airflow / infinity / Pacific,Querträger Alu/Stahl,Budget/Universal,IT,"Offene/bündige Reling, Klemm",110.0,,,75.0,,,94.0,https://www.rameder.de/,,,,rameder.de/ch (Clop airflow 110 ca. 94)
Fabbri,Barro (2er-4er Sets),"Querträger Stahl/Alu, v.a. NFZ-/Fixpunktträger",Van/Nutzfahrzeug,IT,"Fixpunkt, Klemm",,,,,50,,195.0,https://www.traegerspezialist.de/,https://www.fabbri.info/en/collezioni/barro-steel-acciaio/,hoch,"Herstellertabelle: max. 50 kg pro Träger (gilt für Barro 135/150/160/180). Set-Gesamtlast entsprechend 100 kg (2er) / 150 kg (3er) / 200 kg (4er). Eigengewicht längenabhängig 1,6-2,2 kg pro Stahlträger, daher kein Einzelwert.",traegerspezialist.de (4er-Set Crafter 195)
Modula,Smart Bar (MOCSOB0AL001/002),Querträger Alu,Budget/Universal,IT,Offene/bündige Reling,,,,75,,,87.0,https://www.autodoc.de/autozubehoer/dachgepacktrager/modula,https://www.autodoc.de/modula/14431795,mittel,"Herstellerdatensatz (TecDoc) zu MODULA Smart Bar MOCSOB0AL001, Alu, 78-119 cm. Modula hat dazu keine eigene oeffentliche Datenblattseite. Die Angabe 'Gewicht 2,4 kg' ist nicht eindeutig auf das Traegerpaar bezogen, deshalb Eigengewicht leer.",autodoc.de (ca. 87)
La Prealpina,LP43 / LP47 / LP49 / Top-Serie,Querträger Stahl/Alu,Budget/Universal,IT,"Klemm, Reling, Fixpunkt",,,,75,,,,https://autozubehoer-klemm.de/,https://www.laprealpina.net/en/roof-bars-and-racks/1720-multi-purpose-roof-rack-lp47.html,hoch,"Herstellerseite La Prealpina, Modell LP47 (Stahlprofil, TUEV GS). Der Wert gilt fuer LP47; fuer LP43/LP49/Top-Serie nennt der Hersteller eigene Werte, die hier nicht uebertragen wurden. Fussnote des Herstellers: Traglast zusaetzlich durch Fahrzeugdach und Kit begrenzt.","amazon.de, autozubehoer-klemm.de"
Hakr,Grundträger-Systeme,Grund-/Querträger und Aufsatzträger,Budget/Universal,CZ,"Klemm, Reling; DACH v.a. über Decathlon/Fachhandel",,,4.7,100,,,,https://www.provleky.cz/de,https://www.hakrbrno.cz/stresni-nosic-mazda-6-2012-s-podelniky-wing-profile-2,hoch,"Herstellerseite HAKR Brno (CZ), aktuelles Wing-Profile-Alusystem HV0345/HV0003, City Crash Test + DEKRA, max. 130 km/h. Eigengewicht 4,7 kg = kompletter Satz. Aeltere HAKR-Alu-/Stahlstangen werden vom Handel teils mit 75 kg gefuehrt.","decathlon.de, dachtraegerexperte.de"
Neumann,Alu-Profi / Stahl-Dachträger,Quer- und Relingträger,Budget/Universal,CZ,"Klemm, Reling, Fixpunkt; Vertrieb v.a. AT/CH",,,,100,,,,https://www.neumanncz.cz/de/dachtrager,https://www.neumanncz.cz/tyce-flexbar-systemu-neumann-ta2115-1150-mm-alu-p273094/,hoch,"Herstellershop NEUMANN (CZ), Alu-System Flexbar (Stangen TA2115 + Fuesse FP12000). Aeltere Neumann-NAA-Alutraeger sind mit 75 kg zugelassen; der Shop-Filter fuehrt Klassen 50/75/100 kg.","neumanncz.cz, dachbox.ch"
Turtle,AIR 1 / AIR 2 / AIR 3,"Querträger Alu, flaches Wing-Profil",Budget/Universal,TR,"Bündige/offene Reling, Fixpunkt je nach Modell",,,,75,,250,,https://www.amazon.de/,https://www.turtlecancarry.com/roof-rack-air1/,hoch,"Herstellerseite Turtle (Can Automotive, TR), Spezifikationstabelle Air1. TUEV Rheinland und City Crash bestaetigen 75 kg dynamisch. AIR2/AIR3 unterscheiden sich im Dachtyp.",amazon.de
OMAC,Fahrzeugspezifische Alu-Relingträger,Querträger Alu und Dachrelingen,Budget/Universal,TR/DE,Bündige/offene Reling; teils ABE/TÜV,,,,75.0,,,,https://omacshop.de/collections/dachtrager,,,,"omacshop.de, amazon.de"
Kamei,Dachträgersysteme / Tragstäbe,Querträger (neben Dachboxen-Kernsortiment),PKW-Querträger,DE,"Reling, Fixpunkt, Klemm",,,,100,,,139.0,https://www.kamei.de/produkte/dachtraegersysteme,https://www.kamei.de/produkte/dachtraegersysteme,hoch,"Herstellerseite Kamei, Alu-Traegersystem aus zwei Tragstaeben und vier Trägerfuessen. Kein statischer Wert, kein Eigengewicht veroeffentlicht.","kamei.de, dachboxen-billiger.de (Tragstäbe 139)"
Bosal,Dachträger/Relingträger,Querträger Stahl/Alu,Budget/Universal,BE/NL,"Reling, Klemm",,,,,,,,https://www.rameder.de/,,,"Bewusst leer: Bosal veroeffentlicht zu den Dach-/Relingtraegern keine Traglast; der TecDoc-Datensatz (Bsp. 603-104 Stahl) enthaelt nur Material und Gewicht (3360 g), keine maximale Last. Im Handel kursierende 80/100 kg sind nicht herstellerbelegt.",rameder.de
